month,region,age_band,claimants
September 2013,London,Aged 50+,35445
September 2013,South East,Age unknown (clerical claims),460
September 2013,South East,Aged 16-24,27125
September 2013,South East,Aged 25-49,59335
September 2013,South East,Aged 50+,21355
September 2013,South West,Age unknown (clerical claims),155
September 2013,South West,Aged 16-24,19290
September 2013,South West,Aged 25-49,36815
September 2013,South West,Aged 50+,12895
September 2013,Wales,Age unknown (clerical claims),100
September 2013,Wales,Aged 16-24,20620
September 2013,Wales,Aged 25-49,36475
September 2013,Wales,Aged 50+,11045
September 2013,Scotland,Age unknown (clerical claims),320
September 2013,Scotland,Aged 16-24,30550
September 2013,Scotland,Aged 25-49,64995
September 2013,Scotland,Aged 50+,20340
October 2013,North East,Age unknown (clerical claims),85
October 2013,North East,Aged 16-24,22500
October 2013,North East,Aged 25-49,40780
October 2013,North East,Aged 50+,12330
October 2013,North West,Age unknown (clerical claims),235
October 2013,North West,Aged 16-24,44615
October 2013,North West,Aged 25-49,89580
October 2013,North West,Aged 50+,26840
October 2013,Yorkshire and The Humber,Age unknown (clerical claims),195
October 2013,Yorkshire and The Humber,Aged 16-24,37750
October 2013,Yorkshire and The Humber,Aged 25-49,74655
October 2013,Yorkshire and The Humber,Aged 50+,21555
October 2013,East Midlands,Age unknown (clerical claims),60
October 2013,East Midlands,Aged 16-24,23970
October 2013,East Midlands,Aged 25-49,45070
October 2013,East Midlands,Aged 50+,14485
October 2013,West Midlands,Age unknown (clerical claims),85
October 2013,West Midlands,Aged 16-24,36565
October 2013,West Midlands,Aged 25-49,75330
October 2013,West Midlands,Aged 50+,23105
October 2013,East,Age unknown (clerical claims),40
October 2013,East,Aged 16-24,23265
October 2013,East,Aged 25-49,48765
October 2013,East,Aged 50+,16855
October 2013,London,Age unknown (clerical claims),270
October 2013,London,Aged 16-24,37660
October 2013,London,Aged 25-49,110805
October 2013,London,Aged 50+,34440
October 2013,South East,Age unknown (clerical claims),385
October 2013,South East,Aged 16-24,25785
October 2013,South East,Aged 25-49,57210
October 2013,South East,Aged 50+,21010
October 2013,South West,Age unknown (clerical claims),160
October 2013,South West,Aged 16-24,18475
October 2013,South West,Aged 25-49,35525
October 2013,South West,Aged 50+,12615
October 2013,Wales,Age unknown (clerical claims),90
October 2013,Wales,Aged 16-24,19670
October 2013,Wales,Aged 25-49,35310
October 2013,Wales,Aged 50+,10790
October 2013,Scotland,Age unknown (clerical claims),225
October 2013,Scotland,Aged 16-24,28675
October 2013,Scotland,Aged 25-49,62545
October 2013,Scotland,Aged 50+,20130
November 2013,North East,Age unknown (clerical claims),80
November 2013,North East,Aged 16-24,21405
November 2013,North East,Aged 25-49,39760
November 2013,North East,Aged 50+,12310
November 2013,North West,Age unknown (clerical claims),185
November 2013,North West,Aged 16-24,41880
November 2013,North West,Aged 25-49,86435
November 2013,North West,Aged 50+,26080
November 2013,Yorkshire and The Humber,Age unknown (clerical claims),200
November 2013,Yorkshire and The Humber,Aged 16-24,35300
November 2013,Yorkshire and The Humber,Aged 25-49,72485
November 2013,Yorkshire and The Humber,Aged 50+,21275
November 2013,East Midlands,Age unknown (clerical claims),60
November 2013,East Midlands,Aged 16-24,22120
November 2013,East Midlands,Aged 25-49,43160
November 2013,East Midlands,Aged 50+,13995
November 2013,West Midlands,Age unknown (clerical claims),80
November 2013,West Midlands,Aged 16-24,34135
November 2013,West Midlands,Aged 25-49,72550
November 2013,West Midlands,Aged 50+,22485
November 2013,East,Age unknown (clerical claims),35
November 2013,East,Aged 16-24,21590
November 2013,East,Aged 25-49,46675
November 2013,East,Aged 50+,16590
November 2013,London,Age unknown (clerical claims),155
November 2013,London,Aged 16-24,35055
November 2013,London,Aged 25-49,106515
November 2013,London,Aged 50+,33580
November 2013,South East,Age unknown (clerical claims),175
November 2013,South East,Aged 16-24,24400
November 2013,South East,Aged 25-49,55850
November 2013,South East,Aged 50+,20495
November 2013,South West,Age unknown (clerical claims),160
November 2013,South West,Aged 16-24,18005
November 2013,South West,Aged 25-49,35095
November 2013,South West,Aged 50+,12595
November 2013,Wales,Age unknown (clerical claims),100
November 2013,Wales,Aged 16-24,18700
November 2013,Wales,Aged 25-49,34615
November 2013,Wales,Aged 50+,10755
November 2013,Scotland,Age unknown (clerical claims),220
November 2013,Scotland,Aged 16-24,27540
November 2013,Scotland,Aged 25-49,61500
November 2013,Scotland,Aged 50+,19920
December 2013,North East,Age unknown (clerical claims),70
December 2013,North East,Aged 16-24,20385
December 2013,North East,Aged 25-49,39690
December 2013,North East,Aged 50+,12335
December 2013,North West,Age unknown (clerical claims),175
December 2013,North West,Aged 16-24,40150
December 2013,North West,Aged 25-49,85755
December 2013,North West,Aged 50+,26010
December 2013,Yorkshire and The Humber,Age unknown (clerical claims),190
December 2013,Yorkshire and The Humber,Aged 16-24,34005
December 2013,Yorkshire and The Humber,Aged 25-49,72425
December 2013,Yorkshire and The Humber,Aged 50+,21380
December 2013,East Midlands,Age unknown (clerical claims),80
December 2013,East Midlands,Aged 16-24,21330
December 2013,East Midlands,Aged 25-49,42905
December 2013,East Midlands,Aged 50+,14020
December 2013,West Midlands,Age unknown (clerical claims),65
December 2013,West Midlands,Aged 16-24,32655
December 2013,West Midlands,Aged 25-49,72155
December 2013,West Midlands,Aged 50+,22420
December 2013,East,Age unknown (clerical claims),40
December 2013,East,Aged 16-24,20710
December 2013,East,Aged 25-49,45855
December 2013,East,Aged 50+,16265
December 2013,London,Age unknown (clerical claims),125
December 2013,London,Aged 16-24,32670
December 2013,London,Aged 25-49,103545
December 2013,London,Aged 50+,33345
December 2013,South East,Age unknown (clerical claims),115
December 2013,South East,Aged 16-24,23060
December 2013,South East,Aged 25-49,55050
December 2013,South East,Aged 50+,20235
December 2013,South West,Age unknown (clerical claims),175
December 2013,South West,Aged 16-24,17280
December 2013,South West,Aged 25-49,34635
December 2013,South West,Aged 50+,12625
December 2013,Wales,Age unknown (clerical claims),90
December 2013,Wales,Aged 16-24,18165
December 2013,Wales,Aged 25-49,34530
December 2013,Wales,Aged 50+,10745
December 2013,Scotland,Age unknown (clerical claims),200
December 2013,Scotland,Aged 16-24,26630
December 2013,Scotland,Aged 25-49,61410
December 2013,Scotland,Aged 50+,20075
January 2014,North East,Age unknown (clerical claims),70
January 2014,North East,Aged 16-24,20920
January 2014,North East,Aged 25-49,41325
January 2014,North East,Aged 50+,12990
January 2014,North West,Age unknown (clerical claims),195
January 2014,North West,Aged 16-24,41045
January 2014,North West,Aged 25-49,88765
January 2014,North West,Aged 50+,27055
January 2014,Yorkshire and The Humber,Age unknown (clerical claims),185
January 2014,Yorkshire and The Humber,Aged 16-24,35065
January 2014,Yorkshire and The Humber,Aged 25-49,75235
January 2014,Yorkshire and The Humber,Aged 50+,22135
January 2014,East Midlands,Age unknown (clerical claims),75
January 2014,East Midlands,Aged 16-24,22100
January 2014,East Midlands,Aged 25-49,44905
January 2014,East Midlands,Aged 50+,14780
January 2014,West Midlands,Age unknown (clerical claims),50
January 2014,West Midlands,Aged 16-24,33870
January 2014,West Midlands,Aged 25-49,74415
January 2014,West Midlands,Aged 50+,23170
January 2014,East,Age unknown (clerical claims),30
January 2014,East,Aged 16-24,21620
January 2014,East,Aged 25-49,47610
January 2014,East,Aged 50+,17015
January 2014,London,Age unknown (clerical claims),145
January 2014,London,Aged 16-24,32330
January 2014,London,Aged 25-49,104400
January 2014,London,Aged 50+,33595
January 2014,South East,Age unknown (clerical claims),110
January 2014,South East,Aged 16-24,23645
January 2014,South East,Aged 25-49,56910
January 2014,South East,Aged 50+,21050
January 2014,South West,Age unknown (clerical claims),150
January 2014,South West,Aged 16-24,17900
January 2014,South West,Aged 25-49,36320
January 2014,South West,Aged 50+,13305
January 2014,Wales,Age unknown (clerical claims),90
January 2014,Wales,Aged 16-24,19365
January 2014,Wales,Aged 25-49,36540
January 2014,Wales,Aged 50+,11520
January 2014,Scotland,Age unknown (clerical claims),240
January 2014,Scotland,Aged 16-24,28185
January 2014,Scotland,Aged 25-49,64295
January 2014,Scotland,Aged 50+,21070
February 2014,North East,Age unknown (clerical claims),70
February 2014,North East,Aged 16-24,20675
February 2014,North East,Aged 25-49,40300
February 2014,North East,Aged 50+,12760
February 2014,North West,Age unknown (clerical claims),195
February 2014,North West,Aged 16-24,42000
February 2014,North West,Aged 25-49,87630
February 2014,North West,Aged 50+,26855
February 2014,Yorkshire and The Humber,Age unknown (clerical claims),195
February 2014,Yorkshire and The Humber,Aged 16-24,35805
February 2014,Yorkshire and The Humber,Aged 25-49,74970
February 2014,Yorkshire and The Humber,Aged 50+,22135
February 2014,East Midlands,Age unknown (clerical claims),65
February 2014,East Midlands,Aged 16-24,22870
February 2014,East Midlands,Aged 25-49,45300
February 2014,East Midlands,Aged 50+,14945
February 2014,West Midlands,Age unknown (clerical claims),45
February 2014,West Midlands,Aged 16-24,34385
February 2014,West Midlands,Aged 25-49,73980
February 2014,West Midlands,Aged 50+,23010
February 2014,East,Age unknown (clerical claims),35
February 2014,East,Aged 16-24,22235
February 2014,East,Aged 25-49,47455
February 2014,East,Aged 50+,17005
February 2014,London,Age unknown (clerical claims),175
February 2014,London,Aged 16-24,33330
February 2014,London,Aged 25-49,103910
February 2014,London,Aged 50+,33165
February 2014,South East,Age unknown (clerical claims),100
February 2014,South East,Aged 16-24,24595
February 2014,South East,Aged 25-49,56650
February 2014,South East,Aged 50+,20810
February 2014,South West,Age unknown (clerical claims),130
February 2014,South West,Aged 16-24,18315
February 2014,South West,Aged 25-49,36205
February 2014,South West,Aged 50+,13245
February 2014,Wales,Age unknown (clerical claims),115
February 2014,Wales,Aged 16-24,19770
February 2014,Wales,Aged 25-49,36285
February 2014,Wales,Aged 50+,11485
February 2014,Scotland,Age unknown (clerical claims),265
February 2014,Scotland,Aged 16-24,29410
February 2014,Scotland,Aged 25-49,63805
February 2014,Scotland,Aged 50+,21130
March 2014,North East,Age unknown (clerical claims),85
March 2014,North East,Aged 16-24,19520
March 2014,North East,Aged 25-49,38685
March 2014,North East,Aged 50+,12210
March 2014,North West,Age unknown (clerical claims),190
March 2014,North West,Aged 16-24,39870
March 2014,North West,Aged 25-49,84010
March 2014,North West,Aged 50+,25965
March 2014,Yorkshire and The Humber,Age unknown (clerical claims),160
March 2014,Yorkshire and The Humber,Aged 16-24,34110
March 2014,Yorkshire and The Humber,Aged 25-49,72195
March 2014,Yorkshire and The Humber,Aged 50+,21525
March 2014,East Midlands,Age unknown (clerical claims),65
March 2014,East Midlands,Aged 16-24,21735
March 2014,East Midlands,Aged 25-49,43630
March 2014,East Midlands,Aged 50+,14515
March 2014,West Midlands,Age unknown (clerical claims),55
March 2014,West Midlands,Aged 16-24,32980
March 2014,West Midlands,Aged 25-49,71405
March 2014,West Midlands,Aged 50+,22275
March 2014,East,Age unknown (clerical claims),35
March 2014,East,Aged 16-24,21085
March 2014,East,Aged 25-49,45660
March 2014,East,Aged 50+,16490
March 2014,London,Age unknown (clerical claims),205
March 2014,London,Aged 16-24,32255
March 2014,London,Aged 25-49,101180
March 2014,London,Aged 50+,32780
March 2014,South East,Age unknown (clerical claims),100
March 2014,South East,Aged 16-24,23055
March 2014,South East,Aged 25-49,54045
March 2014,South East,Aged 50+,20060
March 2014,South West,Age unknown (clerical claims),80
March 2014,South West,Aged 16-24,17035
March 2014,South West,Aged 25-49,34320
March 2014,South West,Aged 50+,12635
March 2014,Wales,Age unknown (clerical claims),105
March 2014,Wales,Aged 16-24,18945
March 2014,Wales,Aged 25-49,35150
March 2014,Wales,Aged 50+,11120
March 2014,Scotland,Age unknown (clerical claims),330
March 2014,Scotland,Aged 16-24,28455
March 2014,Scotland,Aged 25-49,61700
March 2014,Scotland,Aged 50+,20460
April 2014,North East,Age unknown (clerical claims),75
April 2014,North East,Aged 16-24,18400
April 2014,North East,Aged 25-49,37405
April 2014,North East,Aged 50+,12110
April 2014,North West,Age unknown (clerical claims),150
April 2014,North West,Aged 16-24,36945
April 2014,North West,Aged 25-49,80620
April 2014,North West,Aged 50+,25540
April 2014,Yorkshire and The Humber,Age unknown (clerical claims),170
April 2014,Yorkshire and The Humber,Aged 16-24,31690
April 2014,Yorkshire and The Humber,Aged 25-49,69390
April 2014,Yorkshire and The Humber,Aged 50+,21125
April 2014,East Midlands,Age unknown (clerical claims),55
April 2014,East Midlands,Aged 16-24,19930
April 2014,East Midlands,Aged 25-49,41985
April 2014,East Midlands,Aged 50+,14250
April 2014,West Midlands,Age unknown (clerical claims),60
April 2014,West Midlands,Aged 16-24,30945
April 2014,West Midlands,Aged 25-49,68830
April 2014,West Midlands,Aged 50+,21770
April 2014,East,Age unknown (clerical claims),35
April 2014,East,Aged 16-24,19105
April 2014,East,Aged 25-49,43300
April 2014,East,Aged 50+,15880
April 2014,London,Age unknown (clerical claims),140
April 2014,London,Aged 16-24,30485
April 2014,London,Aged 25-49,97960
April 2014,London,Aged 50+,32415
April 2014,South East,Age unknown (clerical claims),75
April 2014,South East,Aged 16-24,20815
April 2014,South East,Aged 25-49,51015
April 2014,South East,Aged 50+,19355
April 2014,South West,Age unknown (clerical claims),50
April 2014,South West,Aged 16-24,15415
April 2014,South West,Aged 25-49,32250
April 2014,South West,Aged 50+,12100
April 2014,Wales,Age unknown (clerical claims),80
April 2014,Wales,Aged 16-24,17910
April 2014,Wales,Aged 25-49,33955
April 2014,Wales,Aged 50+,10970
April 2014,Scotland,Age unknown (clerical claims),275
April 2014,Scotland,Aged 16-24,26280
April 2014,Scotland,Aged 25-49,58980
April 2014,Scotland,Aged 50+,20085
May 2014,North East,Age unknown (clerical claims),65
May 2014,North East,Aged 16-24,17115
May 2014,North East,Aged 25-49,35875
May 2014,North East,Aged 50+,11650
May 2014,North West,Age unknown (clerical claims),140
May 2014,North West,Aged 16-24,34420
May 2014,North West,Aged 25-49,77305
May 2014,North West,Aged 50+,24535
May 2014,Yorkshire and The Humber,Age unknown (clerical claims),110
May 2014,Yorkshire and The Humber,Aged 16-24,29605
May 2014,Yorkshire and The Humber,Aged 25-49,66705
May 2014,Yorkshire and The Humber,Aged 50+,20490
May 2014,East Midlands,Age unknown (clerical claims),55
May 2014,East Midlands,Aged 16-24,18585
May 2014,East Midlands,Aged 25-49,40180
May 2014,East Midlands,Aged 50+,13740
May 2014,West Midlands,Age unknown (clerical claims),40
May 2014,West Midlands,Aged 16-24,28865
May 2014,West Midlands,Aged 25-49,66060
May 2014,West Midlands,Aged 50+,21130
May 2014,East,Age unknown (clerical claims),35
May 2014,East,Aged 16-24,17375
May 2014,East,Aged 25-49,40795
May 2014,East,Aged 50+,15130
May 2014,London,Age unknown (clerical claims),170
